Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Body Type,Position,Height,Weight
22,Albania,76,81,IFK Norrköping,134670965,237628,Right,4,3.0,3,Lean,Back,175,71
28,Brazil,59,64,Mumbai City FC,89280300,234100,Right,2,3.0,3,Lean,Middle,177,75
25,Uruguay,68,64,Liverpool Fútbol Club,140774139,325644,Left,4,3.0,3,Normal,Forward,194,85
28,Kosovo,66,83,RCD Mallorca,109781336,262006,Left,3,3.0,4,Normal,Forward,194,86
23,Norway,75,67,Rosenborg BK,82747835,184476,Right,3,3.0,4,Normal,Middle,188,81
20,Norway,67,82,FC Groningen,97083276,211069,Left,3,2.0,2,Lean,Back,188,72
22,Germany,65,69,Hallescher FC,124732573,353984,Right,2,5.0,3,Lean,Forward,178,74
27,Italy,73,71,Bari,116111710,298489,Right,3,3.0,4,Normal,Middle,182,78
22,Uruguay,63,76,Montevideo Wanderers,93514281,253908,Left,3,3.0,3,Lean,Middle,174,65
28,Venezuela,59,77,Deportivo La Guaira FC,110339025,249575,Right,3,3.0,2,Normal,Back,179,74
26,Portugal,73,76,Gil Vicente FC,116737433,278264,Left,4,3.0,3,Normal,Back,185,78
22,Haiti,82,74,FC Metz,139870665,261955,Left,3,3.0,4,Normal,Middle,180,75
19,Sweden,71,75,IF Elfsborg,110912097,290502,Right,3,3.0,4,Lean,Back,180,70
24,Romania,63,67,FC Voluntari,71205120,214667,Right,2,3.0,3,Lean,Middle,177,73
21,Uruguay,72,70,Club América,80001413,123428,Right,2,3.0,3,Normal,Back,180,77
29,Turkey,67,76,Ümraniyespor,125370302,349357,Right,3,3.0,4,Lean,Back,182,80
34,Northern Ireland,74,70,Leicester City,119823422,184159,Right,4,4.0,3,Lean,Back,188,77
27,Germany,67,80,Hamburger SV,116952070,265140,Right,3,3.0,3,Normal,Back,185,80
22,England,67,62,Swansea City,100204887,239660,Right,3,4.0,3,Lean,Back,189,82
23,Brazil,67,71,PAOK,104368414,209959,Right,4,3.0,4,Normal,Back,178,75
29,Hungary,74,77,RB Leipzig,129986489,267248,Right,3,3.0,3,Normal,Back,186,87
22,England,55,82,Northampton Town,100276509,277545,Left,4,2.0,3,Stocky,Back,187,81
23,Republic of Ireland,63,68,Lincoln City,114481251,303233,Right,3,3.0,4,Normal,Back,173,66
22,Uruguay,68,70,Montevideo Wanderers,120822011,297957,Right,4,3.0,4,Lean,Middle,171,63
22,Mexico,75,82,Fútbol Club Juárez,130989928,257291,Right,3,3.0,3,Lean,Back,172,73
20,Japan,70,74,Yokohama FC,107461452,300403,Right,3,3.0,3,Lean,Middle,177,72
31,England,76,73,Cambridge United,109338019,291840,Left,3,3.0,4,Lean,Back,184,73
19,Spain,64,77,Real Zaragoza,131547095,284495,Right,4,2.0,3,Stocky,Middle,182,78
26,Netherlands,72,78,Excelsior,150719267,291676,Right,3,3.0,3,Normal,Back,183,80
23,England,69,74,Salford City,79284195,161809,Right,3,4.0,3,Normal,Back,175,74
33,Colombia,63,69,Deportivo Cali,88682120,339545,Right,2,3.0,3,Stocky,Forward,180,82
19,Paraguay,71,84,Club Libertad,103473994,203132,Right,2,3.0,4,Normal,Middle,185,83
28,Germany,72,80,Hallescher FC,95559063,234950,Right,4,4.0,3,Normal,Middle,184,72
22,Uruguay,64,63,Club Plaza de Deportes Colonia,97114872,243167,Left,3,2.0,4,Lean,Back,177,70
22,Uruguay,68,66,New York City FC,101719991,214930,Right,3,3.0,2,Lean,Middle,172,62
30,Korea Republic,69,71,Al Hilal,94953540,295031,Right,2,3.0,3,Normal,Back,183,83
25,South Africa,63,74,Radomiak Radom,103692537,260984,Right,3,3.0,2,Normal,Middle,178,77
31,Saudi Arabia,72,75,Al Ittihad,92385478,184492,Right,4,3.0,3,Stocky,Back,181,87
23,Iceland,62,69,Silkeborg IF,93583362,261283,Right,3,3.0,4,Normal,Middle,189,76
22,England,64,73,Burton Albion,118309516,369058,Right,4,4.0,4,Lean,Back,188,80
34,Wales,70,80,Oldham Athletic,135478455,368560,Right,5,4.0,4,Normal,Middle,178,70
23,Brazil,70,74,Roma,97937595,226134,Right,3,2.0,3,Normal,Back,185,73
28,United States,75,74,VfL Wolfsburg,98820085,201186,Left,3,3.0,3,Normal,Back,193,78
24,Ghana,74,65,Vitória de Guimarães,104066881,319277,Right,3,4.0,3,Lean,Back,188,80
22,Croatia,51,65,Dinamo Zagreb,56681913,257607,Right,3,3.0,2,Normal,Back,190,82
34,Bolivia,65,66,Club Atlético Nacional Potosí,105843124,263825,Right,3,2.0,3,Normal,Back,181,83
23,Scotland,74,77,Northampton Town,102384387,204519,Right,3,3.0,4,Normal,Forward,185,71
20,Argentina,64,71,Colo-Colo,91246406,248631,Right,2,3.0,3,Normal,Back,181,77
20,France,71,72,Le Havre AC,111007063,249979,Left,3,3.0,4,Lean,Middle,195,79
27,Japan,62,75,Vegalta Sendai,104427771,278693,Right,2,3.0,2,Normal,Middle,175,70
25,Uruguay,74,64,Defensa y Justicia,87634065,262189,Right,3,3.0,3,Normal,Forward,175,68
24,Brazil,66,84,New York Red Bulls,127471384,289570,Right,4,4.0,3,Normal,Middle,193,81
23,England,68,62,Blackpool,96749178,248634,Left,3,2.0,2,Normal,Back,175,75
20,Mali,69,71,KV Kortrijk,113014434,165849,Left,4,2.0,4,Lean,Middle,182,72
30,Italy,75,67,Modena,102433189,268208,Right,3,3.0,5,Normal,Forward,191,78
25,Italy,68,76,US Salernitana 1919,127634024,340154,Left,3,3.0,3,Normal,Forward,182,79
22,Wales,72,70,Plymouth Argyle,134273772,345924,Right,3,4.0,3,Normal,Forward,177,75
25,Uruguay,76,83,Cerro Largo Fútbol Club,128871792,273041,Left,4,3.0,4,Lean,Middle,165,63
22,Romania,76,71,Rapid București,144182720,267635,Left,3,4.0,4,Normal,Middle,178,71
19,Poland,57,71,Piast Gliwice,105238371,221121,Right,4,3.0,3,Normal,Back,177,72
28,Uruguay,70,84,Mushuc Runa,137162390,242090,Right,3,4.0,3,Normal,Middle,166,73
23,Austria,71,77,Karlsruher SC,119753934,192121,Right,3,4.0,4,Lean,Back,172,62
31,Spain,72,78,Deportivo Alavés,107092457,204149,Right,3,3.0,3,Normal,Back,185,80
26,Slovenia,70,74,SK Sturm Graz,123100206,288599,Right,3,3.0,3,Lean,Middle,190,78
33,New Zealand,76,80,Minnesota United FC,134487294,311974,Right,3,2.0,3,Normal,Back,188,91
22,Poland,65,79,Śląsk Wrocław,73843858,195906,Left,3,3.0,3,Normal,Middle,177,73
24,Spain,67,65,Real Zaragoza,35313280,152904,Left,1,2.0,4,Normal,Middle,170,68
29,Germany,72,77,Türkgücü München,102175619,217933,Right,3,4.0,3,Normal,Middle,185,75
30,Romania,71,66,FC Dinamo 1948 Bucureşti,91296425,256156,Right,3,3.0,2,Lean,Middle,176,73
18,Nigeria,66,65,FC Vizela,72573608,204427,Right,4,3.0,2,Lean,Forward,172,66
35,Sweden,67,68,IFK Göteborg,109367819,338748,Right,3,2.0,4,Normal,Middle,184,77
22,Uruguay,66,81,Club Necaxa,123711227,202376,Left,3,3.0,3,Normal,Back,183,79
27,Germany,60,59,F.C. Hansa Rostock,43564454,170259,Right,2,2.0,2,Lean,Back,192,85
22,Germany,76,73,SC Paderborn 07,142086629,330871,Right,2,3.0,4,Lean,Back,182,70
25,Uruguay,62,71,Club Plaza de Deportes Colonia,124823700,333138,Right,4,3.0,4,Normal,Middle,182,78
23,Nigeria,69,69,FC Lorient,103087518,271491,Left,3,3.0,3,Normal,Forward,188,82
19,Uruguay,71,75,Club Atlético Peñarol,114055610,307921,Right,2,2.0,3,Lean,Middle,178,73
25,Paraguay,60,64,San Lorenzo de Almagro,91557957,195759,Right,3,3.0,3,Normal,Forward,184,84
25,Austria,64,68,SK Austria Klagenfurt,107187142,243927,Left,2,3.0,3,Normal,Middle,181,74
22,Brazil,85,76,FC Krasnodar,127928247,241003,Right,3,4.0,4,Normal,Middle,175,71
25,Austria,80,67,Sport-Club Freiburg,142460077,288272,Right,3,3.0,2,Normal,Back,189,83
24,Ecuador,67,76,Club Social y Deportivo Macará,126637382,298503,Right,2,3.0,3,Lean,Middle,176,69
26,Brazil,63,68,Damac FC,109172650,276239,Right,3,3.0,2,Normal,Forward,183,80
28,Netherlands,78,83,Limerick FC,163782801,386544,Right,4,4.0,3,Normal,Middle,180,80
31,Northern Ireland,72,75,Sunderland,107982699,262605,Right,3,3.0,4,Lean,Middle,180,69
22,Croatia,69,67,Dinamo Zagreb,87677673,254959,Right,2,3.0,4,Lean,Back,188,72
23,Bolivia,73,77,Club Atlético Palmaflor,129745842,260177,Right,4,3.0,3,Lean,Middle,176,68
28,Iran,74,76,Yukatel Kayserispor,131853899,299055,Right,3,3.0,3,Lean,Middle,185,79
21,Argentina,65,74,Club Atlético Lanús,114249407,298358,Right,3,3.0,3,Normal,Back,174,71
29,Japan,67,63,Tokushima Vortis,104351767,233150,Right,3,4.0,3,Normal,Back,175,69
23,France,64,80,FC Sochaux-Montbéliard,119596257,304148,Right,5,2.0,4,Normal,Back,182,75
27,Colombia,76,78,Everton,186034400,342747,Right,4,3.0,3,Normal,Back,195,94
24,Germany,64,76,SSV Jahn Regensburg,144486611,326989,Right,4,3.0,4,Lean,Middle,190,80
21,Argentina,72,64,Estudiantes de La Plata,100206333,230452,Right,3,3.0,3,Lean,Middle,176,70
22,Argentina,64,70,Vélez Sarsfield,92662275,225599,Right,3,4.0,3,Lean,Middle,182,76
23,Romania,70,66,Rapid București,110569729,324295,Right,4,3.0,3,Lean,Middle,176,72
28,Venezuela,68,77,Aragua Fútbol Club,151375173,340924,Right,3,3.0,2,Lean,Middle,169,69
23,Brazil,64,70,IFK Värnamo,87374476,187437,Right,3,4.0,2,Normal,Middle,174,75
27,Spain,69,72,Rayo Vallecano,119413538,283575,Right,4,3.0,3,Lean,Back,194,82
23,Moldova,67,70,Olympiacos CFP,126697667,298706,Left,3,3.0,4,Normal,Back,180,72
33,Argentina,67,77,FBC Melgar,86192957,185947,Right,2,4.0,3,Normal,Forward,171,76
21,Netherlands,66,72,Eintracht Braunschweig,96940654,225451,Right,3,3.0,4,Normal,Middle,175,74
21,Norway,70,74,Lillestrøm SK,145865192,347667,Right,4,3.0,3,Lean,Middle,183,69
31,Argentina,69,69,Independiente del Valle,88886353,265212,Right,3,2.0,3,Normal,Forward,180,79
27,France,59,62,Columbus Crew,92946955,225571,Right,3,2.0,3,Normal,Back,179,75
30,Romania,69,85,Universitatea Craiova,145598012,278637,Right,3,3.0,3,Normal,Middle,189,85
21,Chile,65,74,Unión Española,99038462,213794,Left,2,1.0,2,Normal,Middle,174,77
20,Ecuador,74,67,Independiente del Valle,108146617,171592,Left,2,2.0,2,Lean,Middle,182,77
20,Sweden,63,74,Helsingborgs IF,105845065,299071,Right,4,4.0,3,Lean,Middle,187,77
20,Poland,70,77,Cracovia,106131301,197319,Right,3,3.0,2,Normal,Forward,174,71
22,Afghanistan,56,63,Brisbane Roar,56488403,224662,Right,2,3.0,2,Lean,Forward,185,71
19,Germany,72,78,Hannover 96,166903900,340847,Right,4,3.0,4,Lean,Forward,183,72
23,Spain,72,70,Como,142820427,424185,Left,3,3.0,4,Lean,Middle,175,70
19,Croatia,65,66,Hajduk Split,123621894,346639,Right,3,5.0,3,Lean,Back,182,70
23,Senegal,78,81,FC Metz,123599557,273220,Right,3,3.0,4,Lean,Forward,187,73
28,Argentina,62,70,Arsenal de Sarandí,96270298,232109,Right,3,3.0,3,Lean,Middle,182,76
24,Paraguay,70,71,Club River Plate Asunción,55414840,34801,Right,2,3.0,3,Normal,Middle,171,72
27,Japan,71,83,Avispa Fukuoka,153810238,266723,Right,3,3.0,3,Lean,Middle,171,74
21,France,80,79,FC Emmen,148893183,302102,Right,3,3.0,3,Lean,Middle,178,65
23,Argentina,77,69,Rosario Central,106684709,242988,Left,3,3.0,3,Normal,Back,183,75
22,Spain,67,76,Unión Deportiva Las Palmas,123500670,251929,Left,3,3.0,3,Normal,Back,186,76
26,Peru,67,70,Al Fateh,99883524,253550,Left,3,3.0,2,Normal,Forward,183,79
21,France,73,82,Amiens SC,142612882,298164,Left,4,2.0,3,Normal,Middle,170,65
22,Netherlands,73,84,SC Heerenveen,143429655,251878,Right,5,4.0,3,Normal,Forward,188,81
23,Uruguay,72,75,Unión Española,115755293,157049,Right,3,3.0,3,Normal,Middle,175,71
29,England,68,72,Sutton United,117271787,313645,Right,4,3.0,3,Normal,Back,185,80
27,Luxembourg,60,68,FK Austria Wien,108650007,334699,Right,3,2.0,4,Normal,Back,185,81
22,Ecuador,74,77,C.D. Universidad Católica del Ecuador,132977670,285000,Right,2,3.0,3,Lean,Back,172,61
30,France,67,69,AS Saint-Étienne,130181788,317869,Left,4,4.0,4,Normal,Back,187,78
31,Italy,73,73,Como,80150735,210220,Right,3,3.0,3,Normal,Back,174,78
23,Romania,75,68,SD Ponferradina,139355755,324446,Right,2,4.0,2,Normal,Back,187,80
24,Germany,68,76,SC Rheindorf Altach,115302305,305048,Right,3,4.0,3,Lean,Middle,178,70
18,Venezuela,62,74,Deportivo La Guaira FC,115542572,312320,Right,2,3.0,3,Normal,Back,174,71
33,Japan,68,86,FC Schalke 04,111707600,192102,Right,3,4.0,3,Lean,Back,189,90
28,Japan,62,78,Gamba Osaka,113799075,243217,Right,3,4.0,2,Normal,Back,182,76
27,Peru,67,65,Club Sporting Cristal,83378356,277645,Left,3,2.0,3,Lean,Back,179,64
26,Uruguay,68,64,Newell's Old Boys,82926213,170972,Right,3,3.0,2,Stocky,Back,176,82
27,England,56,68,Luton Town,68401786,122853,Right,2,3.0,3,Normal,Forward,180,84
23,United States,68,74,Birmingham City,88023371,190058,Left,3,3.0,4,Lean,Back,191,85
29,France,71,79,En Avant de Guingamp,99667373,219118,Left,3,3.0,4,Normal,Back,178,75
25,France,71,77,CF Fuenlabrada,109671800,203126,Right,3,3.0,3,Lean,Middle,183,67
30,Israel,80,81,AFC Astra Giurgiu,156071203,352725,Right,4,3.0,4,Normal,Forward,186,81
22,Portugal,66,66,Rio Ave FC,95278916,233469,Right,4,3.0,4,Normal,Back,181,76
26,Ecuador,65,73,9 de Octubre,143701022,315107,Left,4,3.0,3,Normal,Middle,175,75
31,Italy,72,72,Südtirol,149054638,344463,Left,3,3.0,3,Normal,Back,178,75
19,United States,60,68,FC Augsburg,117014342,347438,Right,3,3.0,3,Lean,Forward,185,74
38,Italy,67,75,Sydney FC,82225895,194323,Right,3,5.0,3,Normal,Forward,174,74
26,Peru,58,71,Universidad Técnica de Cajamarca,84124551,147832,Left,3,3.0,1,Normal,Middle,175,72
25,Colombia,59,75,La Equidad,103861015,290278,Right,3,2.0,4,Lean,Middle,175,70
21,Cameroon,67,65,Dijon FCO,95376756,294056,Right,3,3.0,4,Normal,Back,176,75
23,Italy,67,77,Padova,96584287,193390,Right,3,3.0,4,Lean,Middle,185,70
25,Ghana,71,85,SV Darmstadt 98,119463163,246550,Right,3,4.0,3,Stocky,Forward,170,70
19,Ukraine,61,76,Dynamo Kyiv,115398468,321803,Right,2,2.0,3,Normal,Back,186,81
30,Brazil,66,71,New York City FC,100472624,251709,Right,4,3.0,2,Normal,Forward,180,72
20,England,62,72,Cheltenham Town,98519527,284012,Right,3,3.0,3,Normal,Middle,180,72
30,England,66,70,Bradford City,129547020,350191,Right,4,2.0,3,Normal,Forward,188,78
20,Brazil,78,65,Watford,91496499,172100,Right,3,4.0,3,Lean,Forward,182,70
21,Sierra Leone,66,62,Genoa,108853400,243474,Left,3,2.0,3,Normal,Middle,175,72
21,Mexico,61,65,Club Deportivo Guadalajara,101555258,260029,Right,2,3.0,3,Normal,Forward,178,76
35,Peru,70,76,Sport Huancayo,141619944,273872,Right,4,2.0,3,Normal,Back,186,75
23,Bolivia,73,78,Club Always Ready,151467134,324523,Left,3,3.0,2,Normal,Middle,175,72
20,United States,66,69,Columbus Crew,104462731,257154,Right,3,4.0,3,Normal,Middle,178,72
28,Ecuador,72,72,Club Social y Deportivo Macará,113945767,222119,Right,3,3.0,3,Normal,Middle,178,78
20,Canada,73,72,Club de Foot Montréal,89457077,238776,Right,4,4.0,3,Lean,Middle,188,76
25,France,65,75,Brescia,106276179,225355,Right,4,3.0,3,Lean,Forward,184,80
25,Ghana,71,74,IF Elfsborg,129087433,271166,Right,3,3.0,3,Lean,Middle,174,66
25,England,71,79,Barrow,130395609,279573,Right,3,3.0,3,Normal,Middle,178,74
27,England,66,71,Barrow,88892435,176233,Right,3,4.0,4,Stocky,Middle,173,73
20,Colombia,64,79,América de Cali,121673127,252153,Right,3,3.0,4,Normal,Back,178,76
23,Finland,76,72,Middlesbrough,98682074,213744,Right,3,3.0,4,Lean,Forward,182,76
23,Romania,63,60,Sepsi OSK Sf. Gheorghe,78139124,277718,Right,2,4.0,3,Lean,Middle,181,75
21,Peru,53,74,Carlos A. Mannucci,98864593,298271,Right,2,3.0,2,Lean,Back,185,76
24,Argentina,70,69,Patronato,107763789,230764,Right,4,3.0,4,Lean,Back,179,79
28,Nigeria,62,74,West Bromwich Albion,118476846,345253,Right,2,2.0,3,Normal,Back,193,83
26,Brazil,73,77,Yokohama F. Marinos,96086211,167260,Right,3,3.0,3,Stocky,Forward,178,78
24,Sweden,71,80,Malmö FF,104079779,183217,Right,3,3.0,3,Normal,Back,186,82
21,Peru,65,75,Universidad Técnica de Cajamarca,66352779,97431,Right,3,2.0,2,Normal,Back,177,71
21,Uruguay,71,73,Orlando City Soccer Club,118741453,225145,Right,3,3.0,3,Normal,Middle,178,69
21,Norway,65,84,Rosenborg BK,81468375,215653,Right,3,3.0,3,Normal,Forward,186,87
20,Peru,69,70,FBC Melgar,81362819,225409,Left,3,3.0,3,Normal,Back,183,77
23,Norway,78,77,IFK Norrköping,155738806,371988,Right,3,3.0,4,Normal,Back,183,73
19,France,71,63,AS Nancy Lorraine,66038003,108348,Right,3,3.0,4,Lean,Middle,186,78
29,Ecuador,67,72,9 de Octubre,121729445,323749,Right,4,3.0,4,Stocky,Forward,180,83
24,North Macedonia,68,64,İstanbulspor,75009021,198144,Right,2,3.0,2,Normal,Middle,179,69
26,Brazil,60,67,Flamengo,96860946,304765,Right,3,3.0,3,Normal,Back,190,88
27,Brazil,75,66,GZT Giresunspor,148790256,421316,Right,2,3.0,3,Normal,Middle,180,76
21,Germany,69,73,FC Basel 1893,115969554,260619,Left,3,2.0,3,Normal,Back,180,76
21,Paraguay,63,65,Club Cerro Porteño,58277697,204161,Right,2,2.0,3,Normal,Middle,173,70
20,Venezuela,71,75,Metropolitanos de Caracas FC,87228133,164124,Right,4,3.0,3,Lean,Middle,193,81
30,Belgium,67,71,Standard de Liège,124845936,309455,Right,4,3.0,4,Normal,Forward,185,78
24,Ukraine,68,69,Kerala Blasters FC,81728739,212500,Left,3,3.0,3,Lean,Middle,189,85
25,Korea Republic,65,71,Pohang Steelers,98869398,187177,Right,3,3.0,2,Normal,Back,184,78
30,Senegal,73,68,Fatih Karagümrük S.K.,90983944,196272,Right,3,3.0,3,Normal,Forward,191,86
22,Zimbabwe,60,64,AFC Bournemouth,110968421,240007,Left,3,3.0,2,Normal,Back,173,75
24,Greece,75,78,AEK Athens,83582832,121258,Right,3,3.0,4,Normal,Back,180,72
26,Spain,57,74,Unión Deportiva Las Palmas,68142323,189547,Right,3,3.0,2,Lean,Forward,183,70
24,Ecuador,73,75,Guayaquil City FC,113343558,223318,Right,4,3.0,4,Normal,Middle,180,81
23,Netherlands,75,75,Viking FK,91470918,155528,Left,3,3.0,4,Normal,Back,180,78
29,Argentina,71,75,Club Atlético Tigre,101176729,210527,Left,3,2.0,4,Normal,Back,178,67
26,England,71,64,Queens Park Rangers,98529289,297948,Right,3,2.0,3,Normal,Back,195,74
21,Netherlands,67,79,FC Utrecht,101078884,214063,Left,2,3.0,2,Lean,Back,168,60
24,Scotland,71,71,Salford City,69152715,202009,Right,2,4.0,3,Normal,Forward,178,70
23,Portugal,68,80,Clube Sport Marítimo,89164869,164765,Right,3,4.0,3,Normal,Middle,176,68
27,England,69,71,Brighton & Hove Albion,108210441,233312,Right,4,4.0,3,Normal,Back,191,75
25,Venezuela,85,78,Caracas Fútbol Club,116233103,192985,Right,3,3.0,4,Normal,Back,179,71
26,Australia,60,68,Western Sydney Wanderers,66154507,201563,Left,2,2.0,2,Normal,Back,180,80
20,Uruguay,57,84,Club Atlético River Plate,81865099,174326,Right,4,3.0,3,Normal,Middle,180,65
23,Spain,70,75,Club Brugge KV,117851393,339734,Right,4,3.0,4,Normal,Forward,174,79
24,Spain,71,80,CD Leganés,113308844,270540,Right,4,3.0,4,Lean,Middle,191,83
31,Brazil,64,72,Club Always Ready,103610909,286109,Left,4,4.0,4,Normal,Middle,173,70
30,Netherlands,66,68,AZ Alkmaar,97883297,256769,Left,3,3.0,3,Normal,Back,185,76
24,Ecuador,69,74,Mushuc Runa,69653790,159233,Left,2,3.0,2,Normal,Back,169,69
22,Ukraine,69,68,Shakhtar Donetsk,85379547,259917,Right,4,2.0,3,Normal,Back,180,74
22,Japan,68,76,Hokkaido Consadole Sapporo,107461926,193154,Right,3,3.0,2,Normal,Forward,167,67
24,Poland,73,90,Śląsk Wrocław,166592900,379453,Right,4,3.0,4,Normal,Back,178,68
26,Venezuela,55,68,Deportivo La Guaira FC,84874103,250507,Right,2,2.0,1,Normal,Back,182,79
21,Chile,61,74,Unión La Calera,132706057,369104,Right,4,3.0,3,Normal,Middle,176,70
32,Netherlands,74,86,Udinese Calcio,172767162,326833,Left,4,2.0,4,Normal,Back,190,82
25,Romania,63,63,Campionii FC Arges,121796293,297754,Right,3,2.0,2,Normal,Back,173,71
21,Poland,63,58,Zagłębie Lubin,55464274,228734,Left,2,3.0,3,Normal,Middle,181,79
25,Mali,75,74,GZT Giresunspor,100465144,237236,Left,2,2.0,3,Lean,Middle,175,60
29,Peru,64,75,Carlos A. Mannucci,122032873,292470,Right,4,3.0,3,Normal,Middle,186,87
27,Turkey,68,70,GZT Giresunspor,134365715,321732,Right,3,3.0,3,Normal,Back,170,72
21,Uganda,77,74,Southend United,154965347,353976,Right,4,3.0,4,Lean,Back,183,72
20,Bolivia,69,76,Club Atlético Nacional Potosí,85302518,194226,Right,3,3.0,4,Lean,Middle,175,72
20,Netherlands,72,72,N.E.C. Nijmegen,123750000,354601,Right,3,3.0,3,Lean,Middle,168,63
32,Czech Republic,70,71,Wisła Kraków,143111303,398649,Right,3,2.0,3,Normal,Forward,185,79
26,Mexico,77,79,Club Deportivo Guadalajara,117201877,178908,Right,3,3.0,3,Normal,Middle,184,82
27,Sweden,63,72,Celtic,112780820,321063,Right,3,3.0,4,Normal,Back,185,81
25,Bolivia,70,70,Club Deportivo Oriente Petrolero,88624538,144291,Left,3,2.0,3,Normal,Back,168,77
22,Sierra Leone,66,84,SC Cambuur,163800701,396573,Left,4,2.0,3,Normal,Back,183,68
34,Peru,64,75,Ayacucho,139392485,312154,Right,2,3.0,3,Normal,Middle,160,60
24,Honduras,64,88,Minnesota United FC,130531286,319581,Right,4,2.0,3,Lean,Middle,191,82
21,Uruguay,71,72,Club Atlético Peñarol,60583826,133576,Right,4,3.0,3,Normal,Middle,179,76
23,France,68,70,AS Nancy Lorraine,84980383,245372,Right,3,2.0,3,Normal,Forward,170,71
30,Germany,66,64,SSV Jahn Regensburg,65643081,159098,Right,4,3.0,2,Normal,Back,189,87
22,Uruguay,72,67,Liverpool Fútbol Club,90061751,236349,Right,3,3.0,3,Lean,Back,187,81
20,Ecuador,65,79,C.D. Universidad Católica del Ecuador,119274702,259797,Right,4,2.0,4,Lean,Middle,170,66
21,Bolivia,67,71,Club Atlético Palmaflor,105826207,262071,Right,3,3.0,2,Lean,Back,170,65
27,England,69,77,Adelaide United,119813789,282379,Right,3,3.0,3,Normal,Middle,170,64
27,England,78,67,Walsall,92016347,248663,Right,3,3.0,3,Normal,Back,185,68
21,Germany,63,66,SC Freiburg II,88360329,275594,Right,3,3.0,3,Lean,Middle,184,74
22,England,69,58,Fleetwood Town,108894866,238498,Right,3,2.0,2,Normal,Back,178,65
29,Uruguay,75,81,Platense,139240918,305305,Right,4,2.0,3,Normal,Back,177,74
24,Belgium,70,71,Stade de Reims,99202095,210268,Right,4,3.0,3,Normal,Back,187,82
25,Argentina,66,71,Atlanta United,100638588,299037,Right,3,2.0,3,Normal,Back,183,77
24,England,60,68,Carlisle United,105236585,323885,Right,3,3.0,3,Lean,Middle,178,80
31,Turkey,68,76,Fenerbahçe SK,118478557,284939,Right,3,2.0,3,Normal,Back,183,81
26,South Africa,60,75,Orlando Pirates,105758124,276415,Right,4,3.0,2,Normal,Back,172,65
18,England,64,74,Crawley Town,115076154,302187,Right,4,4.0,3,Normal,Middle,189,78
26,Argentina,69,79,Atlético Tucumán,121614730,197073,Right,3,3.0,3,Normal,Forward,179,70
24,Czech Republic,69,72,FC Flyeralarm Admira,75175913,220652,Left,2,3.0,2,Normal,Middle,175,71
27,Poland,71,68,Portland Timbers,137725302,344148,Right,3,5.0,3,Normal,Forward,185,77
28,Portugal,73,73,FC Porto,98582915,252141,Right,2,2.0,3,Normal,Back,187,81
23,England,59,63,Huddersfield Town,58044618,200563,Right,2,2.0,3,Stocky,Back,181,73
28,Austria,72,68,SK Rapid Wien,85123219,234029,Right,2,3.0,1,Normal,Back,183,70
27,Italy,69,75,Südtirol,125688239,202919,Right,5,2.0,3,Normal,Back,186,78
19,Argentina,63,74,Real Zaragoza,132158782,346817,Right,3,3.0,3,Normal,Forward,184,72
21,Argentina,59,68,Godoy Cruz,88689038,301425,Right,3,3.0,3,Stocky,Middle,175,75
22,England,62,72,Sheffield United,100884799,276754,Right,3,3.0,3,Normal,Forward,180,75
22,Northern Ireland,59,70,York City,62075300,196356,Left,3,3.0,3,Normal,Middle,175,70
24,Argentina,68,80,Club Necaxa,69849287,96068,Right,3,3.0,3,Normal,Forward,184,83
22,Nigeria,60,62,Lillestrøm SK,109292740,290538,Right,3,3.0,2,Normal,Back,187,78
23,Argentina,71,83,San Lorenzo de Almagro,176356205,384176,Right,4,4.0,3,Normal,Back,183,79
25,Spain,70,79,Villarreal Club de Fútbol B,127507402,260083,Right,2,3.0,4,Normal,Back,176,71
36,Ecuador,78,73,Mushuc Runa,119712849,203369,Right,3,3.0,3,Normal,Middle,171,71
27,Brazil,69,78,Orlando City Soccer Club,104616796,211033,Right,3,2.0,2,Normal,Back,170,66
27,Norway,72,80,FC Girondins de Bordeaux,118282639,213315,Right,4,2.0,2,Normal,Back,191,83
27,Uruguay,80,89,Club Plaza de Deportes Colonia,111025486,173011,Right,3,3.0,3,Normal,Middle,177,74
24,Czech Republic,78,80,FC Twente,105327378,166768,Left,3,3.0,3,Lean,Back,182,65
23,Argentina,64,74,Defensa y Justicia,118174395,281661,Right,4,3.0,3,Normal,Back,184,78
23,Belgium,71,78,FC Volendam,152038971,308292,Right,3,4.0,2,Normal,Middle,172,66
24,Germany,68,73,FC Augsburg,159094328,348883,Left,4,3.0,3,Lean,Back,193,89
23,Germany,57,70,SV Waldhof Mannheim 07,84849119,245704,Right,3,3.0,3,Normal,Middle,175,72
21,Portugal,64,65,Boavista FC,52817812,178378,Right,3,3.0,3,Normal,Back,179,69
26,Germany,61,65,VfB Oldenburg,89858765,256764,Right,3,3.0,3,Lean,Middle,186,71
22,Sweden,57,68,Degerfors IF,70261352,245107,Right,2,3.0,3,Normal,Middle,193,85
29,Poland,61,69,VfB Oldenburg,114234313,279079,Right,3,3.0,4,Normal,Middle,185,78
26,Colombia,71,69,América de Cali,98267740,203262,Right,3,2.0,4,Stocky,Back,180,70
20,Italy,67,76,Cosenza,100401440,209727,Right,4,3.0,2,Normal,Middle,183,75
